T_MeV,mu_MeV,rho,xi
50.0,-0.004899,0.0,0.4
50.0,316.687082,0.005,0.4
50.0,328.076514,0.01,0.4
50.0,334.671258,0.015,0.4
50.0,339.302968,0.02,0.4
50.0,342.859056,0.025,0.4
50.0,345.734797,0.03,0.4
50.0,348.141045,0.035,0.4
50.0,350.203662,0.04,0.4
50.0,352.003831,0.045,0.4
50.0,353.59698,0.05,0.4
50.0,355.022646,0.055,0.4
50.0,356.310019,0.06,0.4
50.0,357.481266,0.065,0.4
50.0,358.553617,0.07,0.4
50.0,359.540729,0.075,0.4
50.0,360.45361,0.08,0.4
50.0,361.301264,0.085,0.4
50.0,362.091147,0.09,0.4
50.0,362.829505,0.095,0.4
50.0,363.521621,0.1,0.4
50.0,364.172002,0.105,0.4
50.0,364.784525,0.11,0.4
50.0,365.362551,0.115,0.4
50.0,365.909009,0.12,0.4
50.0,366.426468,0.125,0.4
50.0,366.917198,0.13,0.4
50.0,367.383206,0.135,0.4
50.0,367.826285,0.14,0.4
50.0,368.248037,0.145,0.4
50.0,368.649901,0.15,0.4
50.0,369.399032,0.16,0.4
50.0,370.082674,0.17,0.4
50.0,370.708285,0.18,0.4
50.0,371.282125,0.19,0.4
50.0,371.809507,0.2,0.4
50.0,372.294979,0.21,0.4
50.0,372.742473,0.22,0.4
50.0,373.155416,0.23,0.4
50.0,373.536815,0.24,0.4
50.0,373.889327,0.25,0.4
50.0,374.215314,0.26,0.4
50.0,374.516889,0.27,0.4
50.0,374.795949,0.28,0.4
50.0,375.054206,0.29,0.4
50.0,375.293208,0.3,0.4
50.0,375.718951,0.32,0.4
50.0,376.083003,0.34,0.4
50.0,376.244508,0.35,0.4
50.0,376.39355,0.36,0.4
50.0,376.65743,0.38,0.4
50.0,376.880339,0.4,0.4
50.0,377.066985,0.42,0.4
50.0,377.221215,0.44,0.4
50.0,377.287165,0.45,0.4
50.0,377.346116,0.46,0.4
50.0,377.444111,0.48,0.4
50.0,377.517051,0.5,0.4
50.0,377.566299,0.52,0.4
50.0,377.592825,0.54,0.4
50.0,377.597785,0.55,0.4
50.0,377.597295,0.56,0.4
50.0,377.580155,0.58,0.4
50.0,377.541718,0.6,0.4
50.0,377.482233,0.62,0.4
50.0,377.401948,0.64,0.4
50.0,377.354097,0.65,0.4
50.0,377.301163,0.66,0.4
50.0,377.180262,0.68,0.4
50.0,377.03974,0.7,0.4
50.0,376.880212,0.72,0.4
50.0,376.702423,0.74,0.4
50.0,376.606945,0.75,0.4
50.0,376.507236,0.76,0.4
50.0,376.295632,0.78,0.4
50.0,376.068692,0.8,0.4
50.0,375.827589,0.82,0.4
50.0,375.573571,0.84,0.4
50.0,375.442127,0.85,0.4
50.0,375.307951,0.86,0.4
50.0,375.032096,0.88,0.4
50.0,374.747414,0.9,0.4
50.0,374.455349,0.92,0.4
50.0,374.15737,0.94,0.4
50.0,374.006628,0.95,0.4
50.0,373.854967,0.96,0.4
50.0,373.549646,0.98,0.4
50.0,373.242921,1.0,0.4
50.0,372.479946,1.05,0.4
50.0,371.741381,1.1,0.4
50.0,371.050342,1.15,0.4
50.0,370.428501,1.2,0.4
50.0,369.89468,1.25,0.4
50.0,369.462856,1.3,0.4
50.0,369.139739,1.35,0.4
50.0,368.922589,1.4,0.4
50.0,368.798379,1.45,0.4
50.0,368.745458,1.5,0.4
50.0,368.737883,1.55,0.4
50.0,368.751109,1.6,0.4
50.0,368.766865,1.65,0.4
50.0,368.77573,1.7,0.4
50.0,368.777263,1.75,0.4
50.0,368.778592,1.8,0.4
50.0,368.79243,1.85,0.4
50.0,368.835171,1.9,0.4
50.0,368.925285,1.95,0.4
50.0,369.082004,2.0,0.4
50.0,369.324218,2.05,0.4
50.0,369.66947,2.1,0.4
50.0,370.13303,2.15,0.4
50.0,370.727088,2.2,0.4
50.0,371.46014,2.25,0.4
50.0,372.336682,2.3,0.4
50.0,373.35729,2.35,0.4
50.0,374.519067,2.4,0.4
50.0,375.81639,2.45,0.4
50.0,377.241788,2.5,0.4
50.0,378.786808,2.55,0.4
50.0,380.442747,2.6,0.4
50.0,382.201169,2.65,0.4
50.0,384.054206,2.7,0.4
50.0,385.994658,2.75,0.4
50.0,388.015925,2.8,0.4
50.0,390.111812,2.85,0.4
50.0,392.276239,2.9,0.4
50.0,394.502891,2.95,0.4
50.0,396.784828,3.0,0.4
50.0,377.483618,0.49,0.4
50.0,377.544568,0.51,0.4
50.0,377.582355,0.53,0.4
50.0,377.59599,0.545,0.4
50.0,377.598218,0.555,0.4
50.0,377.591405,0.57,0.4
50.0,377.563583,0.59,0.4
50.0,377.514592,0.61,0.4
50.0,368.850057,1.425,0.4
50.0,368.764593,1.475,0.4
50.0,368.737635,1.525,0.4
50.0,368.743228,1.575,0.4
50.0,368.759479,1.625,0.4
50.0,368.772386,1.675,0.4
50.0,368.777123,1.725,0.4
50.0,368.777266,1.775,0.4
50.0,368.782988,1.825,0.4
50.0,368.809065,1.875,0.4
50.0,368.873109,1.925,0.4
50.0,368.994118,1.975,0.4
60.0,-2.2e-5,0.0,0.4
60.0,299.342304,0.005,0.4
60.0,313.025059,0.01,0.4
60.0,320.954249,0.015,0.4
60.0,326.52785,0.02,0.4
60.0,330.810756,0.025,0.4
60.0,334.277293,0.03,0.4
60.0,337.180486,0.035,0.4
60.0,339.671367,0.04,0.4
60.0,341.847353,0.045,0.4
60.0,343.774961,0.05,0.4
60.0,345.501635,0.055,0.4
60.0,347.062405,0.06,0.4
60.0,348.483873,0.065,0.4
60.0,349.786717,0.07,0.4
60.0,350.987329,0.075,0.4
60.0,352.098923,0.08,0.4
60.0,353.132309,0.085,0.4
60.0,354.09644,0.09,0.4
60.0,354.998814,0.095,0.4
60.0,355.845778,0.1,0.4
60.0,356.642745,0.105,0.4
60.0,357.394377,0.11,0.4
60.0,358.104709,0.115,0.4
60.0,358.777265,0.12,0.4
60.0,359.415134,0.125,0.4
60.0,360.021043,0.13,0.4
60.0,360.59741,0.135,0.4
60.0,361.146389,0.14,0.4
60.0,361.669908,0.145,0.4
60.0,362.169698,0.15,0.4
60.0,363.104189,0.16,0.4
60.0,363.960677,0.17,0.4
60.0,364.748124,0.18,0.4
60.0,365.474043,0.19,0.4
60.0,366.144793,0.2,0.4
60.0,366.765805,0.21,0.4
60.0,367.341758,0.22,0.4
60.0,367.876711,0.23,0.4
60.0,368.374208,0.24,0.4
60.0,368.837364,0.25,0.4
60.0,369.26893,0.26,0.4
60.0,369.671352,0.27,0.4
60.0,370.046811,0.28,0.4
60.0,370.39726,0.29,0.4
60.0,370.724457,0.3,0.4
60.0,371.315298,0.32,0.4
60.0,371.83034,0.34,0.4
60.0,372.062351,0.35,0.4
60.0,372.278711,0.36,0.4
60.0,372.668048,0.38,0.4
60.0,373.00479,0.4,0.4
60.0,373.294398,0.42,0.4
60.0,373.541525,0.44,0.4
60.0,373.650424,0.45,0.4
60.0,373.750147,0.46,0.4
60.0,373.923673,0.48,0.4
60.0,374.065034,0.5,0.4
60.0,374.176756,0.52,0.4
60.0,374.261023,0.54,0.4
60.0,374.293463,0.55,0.4
60.0,374.319732,0.56,0.4
60.0,374.354543,0.58,0.4
60.0,374.366919,0.6,0.4
60.0,374.358161,0.62,0.4
60.0,374.329444,0.64,0.4
60.0,374.307941,0.65,0.4
60.0,374.281845,0.66,0.4
60.0,374.216364,0.68,0.4
60.0,374.133945,0.7,0.4
60.0,374.035494,0.72,0.4
60.0,373.921895,0.74,0.4
60.0,373.859686,0.75,0.4
60.0,373.794015,0.76,0.4
60.0,373.652716,0.78,0.4
60.0,373.498859,0.8,0.4
60.0,373.333312,0.82,0.4
60.0,373.156948,0.84,0.4
60.0,373.064985,0.85,0.4
60.0,372.970649,0.86,0.4
60.0,372.775305,0.88,0.4
60.0,372.571814,0.9,0.4
60.0,372.361082,0.92,0.4
60.0,372.14402,0.94,0.4
60.0,372.033401,0.95,0.4
60.0,371.921542,0.96,0.4
60.0,371.694565,0.98,0.4
60.0,371.464002,1.0,0.4
60.0,370.877867,1.05,0.4
60.0,370.288962,1.1,0.4
60.0,369.710635,1.15,0.4
60.0,369.155214,1.2,0.4
60.0,368.633543,1.25,0.4
60.0,368.154498,1.3,0.4
60.0,367.724532,1.35,0.4
60.0,367.347379,1.4,0.4
60.0,367.024031,1.45,0.4
60.0,366.753083,1.5,0.4
60.0,366.531484,1.55,0.4
60.0,366.355576,1.6,0.4
60.0,366.222248,1.65,0.4
60.0,366.129974,1.7,0.4
60.0,366.079557,1.75,0.4
60.0,366.074517,1.8,0.4
60.0,366.121113,1.85,0.4
60.0,366.22807,1.9,0.4
60.0,366.406091,1.95,0.4
60.0,366.667197,2.0,0.4
60.0,367.023949,2.05,0.4
60.0,367.488573,2.1,0.4
60.0,368.072047,2.15,0.4
60.0,368.783217,2.2,0.4
60.0,369.628054,2.25,0.4
60.0,370.60917,2.3,0.4
60.0,371.725679,2.35,0.4
60.0,372.973425,2.4,0.4
60.0,374.345535,2.45,0.4
60.0,375.833161,2.5,0.4
60.0,377.426262,2.55,0.4
60.0,379.114317,2.6,0.4
60.0,380.886867,2.65,0.4
60.0,382.733872,2.7,0.4
60.0,384.645892,2.75,0.4
60.0,386.614134,2.8,0.4
60.0,388.630401,2.85,0.4
60.0,390.686988,2.9,0.4
60.0,392.776565,2.95,0.4
60.0,394.892059,3.0,0.4
60.0,374.278027,0.545,0.4
60.0,374.307356,0.555,0.4
60.0,374.340029,0.57,0.4
60.0,374.363451,0.59,0.4
60.0,374.365105,0.61,0.4
60.0,374.346228,0.63,0.4
60.0,374.319275,0.645,0.4
60.0,374.29546,0.655,0.4
60.0,374.25128,0.67,0.4
60.0,366.438039,1.575,0.4
60.0,366.283733,1.625,0.4
60.0,366.17099,1.675,0.4
60.0,366.099379,1.725,0.4
60.0,366.071036,1.775,0.4
60.0,366.090868,1.825,0.4
60.0,366.166417,1.875,0.4
60.0,366.307468,1.925,0.4
70.0,-1.0e-6,0.0,0.4
70.0,280.115167,0.005,0.4
70.0,296.09961,0.01,0.4
70.0,305.371563,0.015,0.4
70.0,311.895337,0.02,0.4
70.0,316.913306,0.025,0.4
70.0,320.978852,0.03,0.4
70.0,324.387171,0.035,0.4
70.0,327.314466,0.04,0.4
70.0,329.874393,0.045,0.4
70.0,332.144554,0.05,0.4
70.0,334.180301,0.055,0.4
70.0,336.022503,0.06,0.4
70.0,337.702197,0.065,0.4
70.0,339.243508,0.07,0.4
70.0,340.665561,0.075,0.4
70.0,341.983774,0.08,0.4
70.0,343.210758,0.085,0.4
70.0,344.356959,0.09,0.4
70.0,345.431128,0.095,0.4
70.0,346.440668,0.1,0.4
70.0,347.391898,0.105,0.4
70.0,348.290254,0.11,0.4
70.0,349.140449,0.115,0.4
70.0,349.946591,0.12,0.4
70.0,350.712287,0.125,0.4
70.0,351.440718,0.13,0.4
70.0,352.134706,0.135,0.4
70.0,352.796764,0.14,0.4
70.0,353.429142,0.145,0.4
70.0,354.033859,0.15,0.4
70.0,355.167425,0.16,0.4
70.0,356.210078,0.17,0.4
70.0,357.17227,0.18,0.4
70.0,358.062758,0.19,0.4
70.0,358.888953,0.2,0.4
70.0,359.65718,0.21,0.4
70.0,360.372883,0.22,0.4
70.0,361.040781,0.23,0.4
70.0,361.664992,0.24,0.4
70.0,362.249131,0.25,0.4
70.0,362.796387,0.26,0.4
70.0,363.309591,0.27,0.4
70.0,363.791265,0.28,0.4
70.0,364.243666,0.29,0.4
70.0,364.668822,0.3,0.4
70.0,365.444548,0.32,0.4
70.0,366.13112,0.34,0.4
70.0,366.444328,0.35,0.4
70.0,366.739046,0.36,0.4
70.0,367.277129,0.38,0.4
70.0,367.752817,0.4,0.4
70.0,368.172463,0.42,0.4
70.0,368.541526,0.44,0.4
70.0,368.708591,0.45,0.4
70.0,368.864731,0.46,0.4
70.0,369.146189,0.48,0.4
70.0,369.389496,0.5,0.4
70.0,369.59782,0.52,0.4
70.0,369.773956,0.54,0.4
70.0,369.850742,0.55,0.4
70.0,369.920392,0.56,0.4
70.0,370.039343,0.58,0.4
70.0,370.132801,0.6,0.4
70.0,370.202556,0.62,0.4
70.0,370.250233,0.64,0.4
70.0,370.266259,0.65,0.4
70.0,370.27731,0.66,0.4
70.0,370.285142,0.68,0.4
70.0,370.274977,0.7,0.4
70.0,370.247972,0.72,0.4
70.0,370.205205,0.74,0.4
70.0,370.178229,0.75,0.4
70.0,370.147687,0.76,0.4
70.0,370.076374,0.78,0.4
70.0,369.992172,0.8,0.4
70.0,369.895945,0.82,0.4
70.0,369.788524,0.84,0.4
70.0,369.730866,0.85,0.4
70.0,369.670708,0.86,0.4
70.0,369.543269,0.88,0.4
70.0,369.406959,0.9,0.4
70.0,369.262509,0.92,0.4
70.0,369.110631,0.94,0.4
70.0,369.032126,0.95,0.4
70.0,368.952024,0.96,0.4
70.0,368.787371,0.98,0.4
70.0,368.617341,1.0,0.4
70.0,368.173023,1.05,0.4
70.0,367.709084,1.1,0.4
70.0,367.234928,1.15,0.4
70.0,366.759392,1.2,0.4
70.0,366.290677,1.25,0.4
70.0,365.83626,1.3,0.4
70.0,365.402832,1.35,0.4
70.0,364.996255,1.4,0.4
70.0,364.62159,1.45,0.4
70.0,364.283184,1.5,0.4
70.0,363.984839,1.55,0.4
70.0,363.730057,1.6,0.4
70.0,363.52234,1.65,0.4
70.0,363.365502,1.7,0.4
70.0,363.26398,1.75,0.4
70.0,363.223076,1.8,0.4
70.0,363.249122,1.85,0.4
70.0,363.349514,1.9,0.4
70.0,363.532623,1.95,0.4
70.0,363.807539,2.0,0.4
70.0,364.183669,2.05,0.4
70.0,364.670184,2.1,0.4
70.0,365.275343,2.15,0.4
70.0,366.005778,2.2,0.4
70.0,366.865803,2.25,0.4
70.0,367.856897,2.3,0.4
70.0,368.97743,2.35,0.4
70.0,370.222727,2.4,0.4
70.0,371.585439,2.45,0.4
70.0,373.056152,2.5,0.4
70.0,374.62411,2.55,0.4
70.0,376.277929,2.6,0.4
70.0,378.006201,2.65,0.4
70.0,379.797943,2.7,0.4
70.0,381.642876,2.75,0.4
70.0,383.531575,2.8,0.4
70.0,385.455505,2.85,0.4
70.0,387.406987,2.9,0.4
70.0,389.379136,2.95,0.4
70.0,391.365775,3.0,0.4
70.0,370.170536,0.61,0.4
70.0,370.229059,0.63,0.4
70.0,370.258878,0.645,0.4
70.0,370.272396,0.655,0.4
70.0,370.283551,0.67,0.4
70.0,370.282235,0.69,0.4
70.0,370.263511,0.71,0.4
70.0,370.228494,0.73,0.4
70.0,370.19217,0.745,0.4
70.0,370.163396,0.755,0.4
70.0,370.113697,0.77,0.4
70.0,363.437301,1.675,0.4
70.0,363.307518,1.725,0.4
70.0,363.23558,1.775,0.4
70.0,363.227293,1.825,0.4
70.0,363.289522,1.875,0.4
70.0,363.430174,1.925,0.4
80.0,-1.0e-6,0.0,0.4
80.0,258.779341,0.005,0.4
80.0,277.07195,0.01,0.4
80.0,287.693131,0.015,0.4
80.0,295.173522,0.02,0.4
80.0,300.93298,0.025,0.4
80.0,305.603943,0.03,0.4
80.0,309.523777,0.035,0.4
80.0,312.893857,0.04,0.4
80.0,315.844075,0.045,0.4
80.0,318.46312,0.05,0.4
80.0,320.814251,0.055,0.4
80.0,322.944176,0.06,0.4
80.0,324.888366,0.065,0.4
80.0,326.674392,0.07,0.4
80.0,328.324112,0.075,0.4
80.0,329.855147,0.08,0.4
80.0,331.281908,0.085,0.4
80.0,332.616334,0.09,0.4
80.0,333.868427,0.095,0.4
80.0,335.046646,0.1,0.4
80.0,336.158215,0.105,0.4
80.0,337.209346,0.11,0.4
80.0,338.205423,0.115,0.4
80.0,339.151143,0.12,0.4
80.0,340.050628,0.125,0.4
80.0,340.907513,0.13,0.4
80.0,341.725023,0.135,0.4
80.0,342.50603,0.14,0.4
80.0,343.253105,0.145,0.4
80.0,343.968555,0.15,0.4
80.0,345.312713,0.16,0.4
80.0,346.552919,0.17,0.4
80.0,347.701117,0.18,0.4
80.0,348.767311,0.19,0.4
80.0,349.759966,0.2,0.4
80.0,350.686308,0.21,0.4
80.0,351.552555,0.22,0.4
80.0,352.364095,0.23,0.4
80.0,353.12563,0.24,0.4
80.0,353.841285,0.25,0.4
80.0,354.514701,0.26,0.4
80.0,355.149107,0.27,0.4
80.0,355.747379,0.28,0.4
80.0,356.312094,0.29,0.4
80.0,356.845563,0.3,0.4
80.0,357.826914,0.32,0.4
80.0,358.705883,0.34,0.4
80.0,359.110799,0.35,0.4
80.0,359.49445,0.36,0.4
80.0,360.202654,0.38,0.4
80.0,360.838994,0.4,0.4
80.0,361.410726,0.42,0.4
80.0,361.9241,0.44,0.4
80.0,362.160624,0.45,0.4
80.0,362.384533,0.46,0.4
80.0,362.796754,0.48,0.4
80.0,363.164916,0.5,0.4
80.0,363.492683,0.52,0.4
80.0,363.783311,0.54,0.4
80.0,363.915617,0.55,0.4
80.0,364.039701,0.56,0.4
80.0,364.264453,0.58,0.4
80.0,364.459908,0.6,0.4
80.0,364.628177,0.62,0.4
80.0,364.771179,0.64,0.4
80.0,364.833756,0.65,0.4
80.0,364.890659,0.66,0.4
80.0,364.988215,0.68,0.4
80.0,365.06531,0.7,0.4
80.0,365.123295,0.72,0.4
80.0,365.163414,0.74,0.4
80.0,365.17714,0.75,0.4
80.0,365.186827,0.76,0.4
80.0,365.194609,0.78,0.4
80.0,365.187769,0.8,0.4
80.0,365.167249,0.82,0.4
80.0,365.133938,0.84,0.4
80.0,365.11275,0.85,0.4
80.0,365.088675,0.86,0.4
80.0,365.032255,0.88,0.4
80.0,364.965433,0.9,0.4
80.0,364.888928,0.92,0.4
80.0,364.80343,0.94,0.4
80.0,364.757516,0.95,0.4
80.0,364.709599,0.96,0.4
80.0,364.608068,0.98,0.4
80.0,364.49945,1.0,0.4
80.0,364.200723,1.05,0.4
80.0,363.870074,1.1,0.4
80.0,363.515635,1.15,0.4
80.0,363.14504,1.2,0.4
80.0,362.765494,1.25,0.4
80.0,362.383833,1.3,0.4
80.0,362.006561,1.35,0.4
80.0,361.639898,1.4,0.4
80.0,361.289823,1.45,0.4
80.0,360.962129,1.5,0.4
80.0,360.662497,1.55,0.4
80.0,360.396579,1.6,0.4
80.0,360.170097,1.65,0.4
80.0,359.988956,1.7,0.4
80.0,359.85935,1.75,0.4
80.0,359.787859,1.8,0.4
80.0,359.781524,1.85,0.4
80.0,359.847873,1.9,0.4
80.0,359.994877,1.95,0.4
80.0,360.230826,2.0,0.4
80.0,360.564096,2.05,0.4
80.0,361.002795,2.1,0.4
80.0,361.554307,2.15,0.4
80.0,362.224742,2.2,0.4
80.0,363.018367,2.25,0.4
80.0,363.937096,2.3,0.4
80.0,364.980134,2.35,0.4
80.0,366.143865,2.4,0.4
80.0,367.422011,2.45,0.4
80.0,368.806056,2.5,0.4
80.0,370.285853,2.55,0.4
80.0,371.850289,2.6,0.4
80.0,373.487938,2.65,0.4
80.0,375.18759,2.7,0.4
80.0,376.938642,2.75,0.4
80.0,378.731341,2.8,0.4
80.0,380.556904,2.85,0.4
80.0,382.407543,2.9,0.4
80.0,384.276427,2.95,0.4
80.0,386.157607,3.0,0.4
80.0,365.029233,0.69,0.4
80.0,365.096611,0.71,0.4
80.0,365.145513,0.73,0.4
80.0,365.17079,0.745,0.4
80.0,365.18248,0.755,0.4
80.0,365.192608,0.77,0.4
80.0,365.192957,0.79,0.4
80.0,365.179162,0.81,0.4
80.0,365.152139,0.83,0.4
80.0,365.123711,0.845,0.4
80.0,365.101067,0.855,0.4
80.0,365.061812,0.87,0.4
80.0,365.000098,0.89,0.4
80.0,364.928347,0.91,0.4
80.0,360.07348,1.675,0.4
80.0,359.91731,1.725,0.4
80.0,359.815911,1.775,0.4
80.0,359.776088,1.825,0.4
80.0,359.805125,1.875,0.4
80.0,359.91078,1.925,0.4
90.0,0.0,0.0,0.4
90.0,234.995598,0.005,0.4
90.0,255.60169,0.01,0.4
90.0,267.577408,0.015,0.4
90.0,276.019721,0.02,0.4
90.0,282.525965,0.025,0.4
90.0,287.807632,0.03,0.4
90.0,292.24426,0.035,0.4
90.0,296.062396,0.04,0.4
90.0,299.408168,0.045,0.4
90.0,302.381351,0.05,0.4
90.0,305.053111,0.055,0.4
90.0,307.475996,0.06,0.4
90.0,309.689908,0.065,0.4
90.0,311.725867,0.07,0.4
90.0,313.608461,0.075,0.4
90.0,315.357515,0.08,0.4
90.0,316.989241,0.085,0.4
90.0,318.51707,0.09,0.4
90.0,319.952255,0.095,0.4
90.0,321.304312,0.1,0.4
90.0,322.581367,0.105,0.4
90.0,323.790409,0.11,0.4
90.0,324.937495,0.115,0.4
90.0,326.027909,0.12,0.4
90.0,327.066287,0.125,0.4
90.0,328.05672,0.13,0.4
90.0,329.002835,0.135,0.4
90.0,329.907864,0.14,0.4
90.0,330.774697,0.145,0.4
90.0,331.605932,0.15,0.4
90.0,333.170751,0.16,0.4
90.0,334.618538,0.17,0.4
90.0,335.962727,0.18,0.4
90.0,337.214571,0.19,0.4
90.0,338.383593,0.2,0.4
90.0,339.47792,0.21,0.4
90.0,340.504545,0.22,0.4
90.0,341.469529,0.23,0.4
90.0,342.378159,0.24,0.4
90.0,343.235074,0.25,0.4
90.0,344.044369,0.26,0.4
90.0,344.809674,0.27,0.4
90.0,345.534225,0.28,0.4
90.0,346.220915,0.29,0.4
90.0,346.872347,0.3,0.4
90.0,348.078591,0.32,0.4
90.0,349.169203,0.34,0.4
90.0,349.675446,0.35,0.4
90.0,350.157649,0.36,0.4
90.0,351.055212,0.38,0.4
90.0,351.871446,0.4,0.4
90.0,352.614511,0.42,0.4
90.0,353.291431,0.44,0.4
90.0,353.607022,0.45,0.4
90.0,353.908299,0.46,0.4
90.0,354.470437,0.48,0.4
90.0,354.982518,0.5,0.4
90.0,355.44867,0.52,0.4
90.0,355.87256,0.54,0.4
90.0,356.069693,0.55,0.4
90.0,356.257459,0.56,0.4
90.0,356.6063,0.58,0.4
90.0,356.921721,0.6,0.4
90.0,357.206108,0.62,0.4
90.0,357.461624,0.64,0.4
90.0,357.579178,0.65,0.4
90.0,357.690239,0.66,0.4
90.0,357.893751,0.68,0.4
90.0,358.073809,0.7,0.4
90.0,358.23193,0.72,0.4
90.0,358.369511,0.74,0.4
90.0,358.431006,0.75,0.4
90.0,358.487844,0.76,0.4
90.0,358.58813,0.78,0.4
90.0,358.671483,0.8,0.4
90.0,358.738945,0.82,0.4
90.0,358.791487,0.84,0.4
90.0,358.812452,0.85,0.4
90.0,358.830024,0.86,0.4
90.0,358.855413,0.88,0.4
90.0,358.868463,0.9,0.4
90.0,358.869939,0.92,0.4
90.0,358.860565,0.94,0.4
90.0,358.852025,0.95,0.4
90.0,358.841029,0.96,0.4
90.0,358.811986,0.98,0.4
90.0,358.774061,1.0,0.4
90.0,358.644259,1.05,0.4
90.0,358.471338,1.1,0.4
90.0,358.263255,1.15,0.4
90.0,358.027368,1.2,0.4
90.0,357.770569,1.25,0.4
90.0,357.499387,1.3,0.4
90.0,357.220074,1.35,0.4
90.0,356.938688,1.4,0.4
90.0,356.661155,1.45,0.4
90.0,356.393333,1.5,0.4
90.0,356.141074,1.55,0.4
90.0,355.910284,1.6,0.4
90.0,355.706983,1.65,0.4
90.0,355.537361,1.7,0.4
90.0,355.40784,1.75,0.4
90.0,355.325114,1.8,0.4
90.0,355.296193,1.85,0.4
90.0,355.328404,1.9,0.4
90.0,355.429375,1.95,0.4
90.0,355.606958,2.0,0.4
90.0,355.869089,2.05,0.4
90.0,356.223574,2.1,0.4
90.0,356.677783,2.15,0.4
90.0,357.238264,2.2,0.4
90.0,357.910294,2.25,0.4
90.0,358.697414,2.3,0.4
90.0,359.601023,2.35,0.4
90.0,360.620086,2.4,0.4
90.0,361.751049,2.45,0.4
90.0,362.987982,2.5,0.4
90.0,364.322931,2.55,0.4
90.0,365.746446,2.6,0.4
90.0,367.248167,2.65,0.4
90.0,368.817409,2.7,0.4
90.0,370.443653,2.75,0.4
90.0,372.116924,2.8,0.4
90.0,373.828034,2.85,0.4
90.0,375.568713,2.9,0.4
90.0,377.33165,2.95,0.4
90.0,379.110472,3.0,0.4
90.0,358.707138,0.81,0.4
90.0,358.767023,0.83,0.4
90.0,358.8024,0.845,0.4
90.0,358.821655,0.855,0.4
90.0,358.844311,0.87,0.4
90.0,358.863432,0.89,0.4
90.0,358.870602,0.91,0.4
90.0,358.866564,0.93,0.4
90.0,358.856607,0.945,0.4
90.0,358.846829,0.955,0.4
90.0,358.827656,0.97,0.4
90.0,358.794096,0.99,0.4
90.0,358.715075,1.025,0.4
90.0,358.562676,1.075,0.4
90.0,355.617567,1.675,0.4
90.0,355.467176,1.725,0.4
90.0,355.360197,1.775,0.4
90.0,355.303477,1.825,0.4
90.0,355.304187,1.875,0.4
90.0,355.369808,1.925,0.4
90.0,355.508094,1.975,0.4
100.0,-6.0e-6,0.0,0.4
100.0,208.330106,0.005,0.4
100.0,231.25386,0.01,0.4
100.0,244.588364,0.015,0.4
100.0,253.996856,0.02,0.4
100.0,261.254146,0.025,0.4
100.0,267.15078,0.03,0.4
100.0,272.108465,0.035,0.4
100.0,276.378919,0.04,0.4
100.0,280.124507,0.045,0.4
100.0,283.456091,0.05,0.4
100.0,286.452743,0.055,0.4
100.0,289.172848,0.06,0.4
100.0,291.660744,0.065,0.4
100.0,293.950897,0.07,0.4
100.0,296.070627,0.075,0.4
100.0,298.041959,0.08,0.4
100.0,299.88291,0.085,0.4
100.0,301.608402,0.09,0.4
100.0,303.230937,0.095,0.4
100.0,304.761089,0.1,0.4
100.0,306.207886,0.105,0.4
100.0,307.579095,0.11,0.4
100.0,308.881445,0.115,0.4
100.0,310.120807,0.12,0.4
100.0,311.302332,0.125,0.4
100.0,312.430566,0.13,0.4
100.0,313.509538,0.135,0.4
100.0,314.542838,0.14,0.4
100.0,315.53368,0.145,0.4
100.0,316.484948,0.15,0.4
100.0,318.278923,0.16,0.4
100.0,319.94278,0.17,0.4
100.0,321.491446,0.18,0.4
100.0,322.937425,0.19,0.4
100.0,324.291293,0.2,0.4
100.0,325.562082,0.21,0.4
100.0,326.757559,0.22,0.4
100.0,327.884458,0.23,0.4
100.0,328.948652,0.24,0.4
100.0,329.955294,0.25,0.4
100.0,330.908933,0.26,0.4
100.0,331.813602,0.27,0.4
100.0,332.672893,0.28,0.4
100.0,333.490022,0.29,0.4
100.0,334.267878,0.3,0.4
100.0,335.715939,0.32,0.4
100.0,337.035119,0.34,0.4
100.0,337.651152,0.35,0.4
100.0,338.240369,0.36,0.4
100.0,339.344217,0.38,0.4
100.0,340.357269,0.4,0.4
100.0,341.288582,0.42,0.4
100.0,342.145951,0.44,0.4
100.0,342.549056,0.45,0.4
100.0,342.93614,0.46,0.4
100.0,343.665051,0.48,0.4
100.0,344.337868,0.5,0.4
100.0,344.959171,0.52,0.4
100.0,345.533025,0.54,0.4
100.0,345.803308,0.55,0.4
100.0,346.063057,0.56,0.4
100.0,346.552517,0.58,0.4
100.0,347.004328,0.6,0.4
100.0,347.421131,0.62,0.4
100.0,347.805322,0.64,0.4
100.0,347.985876,0.65,0.4
100.0,348.159079,0.66,0.4
100.0,348.48439,0.68,0.4
100.0,348.783077,0.7,0.4
100.0,349.056811,0.72,0.4
100.0,349.307134,0.74,0.4
100.0,349.423965,0.75,0.4
100.0,349.535467,0.76,0.4
100.0,349.743128,0.78,0.4
100.0,349.931339,0.8,0.4
100.0,350.101239,0.82,0.4
100.0,350.253889,0.84,0.4
100.0,350.324059,0.85,0.4
100.0,350.390283,0.86,0.4
100.0,350.51135,0.88,0.4
100.0,350.617966,0.9,0.4
100.0,350.710952,0.92,0.4
100.0,350.791086,0.94,0.4
100.0,350.826565,0.95,0.4
100.0,350.859103,0.96,0.4
